"date","total_issue_amount","total_paid_off_principle","loan_balance","total_current_principle","overdue_3_principle","overdue_10_principle","overdue_30_principle","overdue_60_principle","overdue_90_principle","overdue_more_than_90_principle","total_paid_off_amount","total_outstanding_amount","total_current_amount","overdue_3_amount","overdue_10_amount","overdue_30_amount","overdue_60_amount","overdue_90_amount","overdue_more_than_90_amount"
"2020-04-04","386894833000.00000000","276681340158.15800000","110213492841.84200000","58425870524.20000000","3690651520.00000000","4975672070.00000000","7904414833.00000000","9985752928.80000000","7518980510.00000000","17708516184.84200000","340886902743.42153600","158694701190.38640000","70585717061.41440000","4562908098.00000000","6543605013.90000000","12409236944.54200000","18404677796.88800000","13961566159.80000000","32226990115.84200000"
"2021-03-20","1332363176777.00000000","1032829166991.41400000","299534009785.58600000","163066252231.00000000","2428596160.00000000","4713004841.00000000","11593727280.00000000","15102808553.80000000","10147088826.00000000","92476621013.78600000","1276173199288.85909303","457108631637.60118000","200451702754.00000000","3062431425.00000000","6300636612.00000000","17762967862.00000000","27548917234.94750000","18909314522.00000000","183072661227.65368000"
"2021-01-09","950106049000.00000000","732037219738.51400000","218068829261.48600000","118608700403.70000000","1638659900.00000000","2369975760.00000000","6904653582.00000000","8426526486.00000000","4556096897.00000000","75563925352.78600000","901332952255.55909303","337324254463.55368000","145675788839.70000000","2072498840.00000000","3168188481.00000000","10880919579.20000000","16234037964.20000000","9094757573.85000000","150198063185.60368000"
"2020-07-07","413955893876.00000000","329460757072.25400000","84495136803.74600000","16579219560.40000000","127730000.00000000","167120149.00000000","192601867.52000000","601152202.38400000","13642152132.60000000","53180100891.84200000","401975778514.34031303","144988662024.85496000","20269549545.02080000","158780800.00000000","220941297.00000000","292301073.72000000","1048133400.31896000","25227891362.22320000","97771064546.57200000"
"2020-08-22","481350149000.00000000","368363703340.01400000","112986445659.98600000","42546767392.68000000","378944000.00000000","763413970.00000000","1771821600.00000000","1086511460.40000000","263580019.16000000","66174607217.74600000","449883476282.35159303","190437350512.10768000","52024715988.68000000","478056920.00000000","1026641114.00000000","2768140776.00000000","2113586216.50280000","523009784.84568000","131503199712.07920000"
"2020-08-08","457126562228.00000000","354808514278.01400000","102318047949.98600000","33070331026.68000000","509926403.00000000","509332700.00000000","1270732427.40000000","424303105.52000000","481738370.94400000","66047823916.44200000","433113683930.08759303","176984595249.78768000","40636020455.16000000","641931883.00000000","673989402.00000000","1999421830.50280000","815470018.72000000","951823579.60968000","131265938080.79520000"
"2020-11-29","770517469000.00000000","586678424181.14400000","183839044818.85600000","98024080544.07000000","1555004905.00000000","2066698200.00000000","3834173784.00000000","4642090141.00000000","4082254705.00000000","69630383659.78600000","720492686810.93559303","287132705890.52368000","120576531457.07000000","1982964858.00000000","2792587086.00000000","6147756727.20000000","9105765994.05000000","8155178629.00000000","138371921139.20368000"
"2020-08-20","478017209000.00000000","366695571145.01400000","111321637854.98600000","41019198488.68000000","409795280.00000000","797646000.00000000","1633587000.00000000","1025014929.40000000","276061419.16000000","66159534737.74600000","447817364339.35159303","188328489360.10768000","50189663012.68000000","515405662.00000000","1074076080.00000000","2538852204.00000000","1982722818.50280000","546076184.84568000","131481693398.07920000"
"2021-03-19","1327759876777.00000000","1028900660201.41400000","298859216575.58600000","163263585061.00000000","2343787381.00000000","4610492660.00000000","11569204000.00000000","14940591153.80000000","9990760409.00000000","92140505030.78600000","1271287855539.85909303","455964038017.60118000","200707205814.00000000","2965747149.00000000","6170519243.00000000","17749493095.00000000","27307636966.94750000","18616030488.15000000","182447405261.50368000"
"2020-10-18","620903589000.00000000","475834281961.69400000","145069307038.30600000","67781423981.00000000","532701137.00000000","1097646000.00000000","3450085124.00000000","3240460905.00000000","2428664541.00000000","66539766470.30600000","582709935293.01559303","234217359204.17368000","83233267617.00000000","668223463.85000000","1482890800.00000000","5451995383.20000000","6331206735.00000000","4847608091.00000000","132202167114.12368000"
"2021-02-13","1127849836777.00000000","872048844536.31400000","255800992240.68600000","139800511307.95000000","2289411568.00000000","3796784440.00000000","9494355644.95000000","9840296875.00000000","9629316785.00000000","80950024739.78600000","1075753365401.45909303","392470977707.55368000","172134298592.95000000","2892179397.00000000","5073940306.00000000","14825605583.95000000","17969692538.45000000","18626634149.55000000","160948627139.65368000"
"2020-06-07","394758335524.00000000","322312424640.17352320","72445910883.82647680","3701462027.36047680","121959491.04000000","118445019.04000000","615565419.94400000","14357081434.60000000","17176478385.00000000","36351059106.84200000","392998553693.47681194","130695532981.43469021","4476121694.74485021","142606018.44048000","147085191.92448000","925434300.12968000","26569334761.62320000","31678608508.04200000","66756342506.53000000"
"2020-11-01","667807429000.00000000","510840051596.81400000","156967377403.18600000","76949133000.40000000","1418965800.00000000","1308786573.00000000","3003748217.00000000","4331209429.00000000","2712253941.00000000","67244721562.78600000","626050907392.53559303","250512477396.05368000","94611193435.40000000","1788924574.00000000","1759663245.00000000","4873510682.85000000","8458151549.20000000","5413107295.00000000","133607926614.60368000"
"2020-12-27","886262389000.00000000","683535452162.21400000","202726936837.78600000","106811939486.00000000","1311409811.00000000","2746321989.00000000","7684263198.00000000","6341626184.00000000","4585617941.00000000","73245199348.78600000","840832816273.55909303","316075080366.85368000","131588902431.00000000","1659348285.20000000","3627992251.45000000","12075435784.55000000","12402019154.20000000","9148642322.05000000","145572740138.40368000"
"2020-12-28","891767369000.00000000","687798990116.21400000","203968378883.78600000","108014807379.00000000","1020855000.00000000","2679031113.00000000","7770026958.00000000","6490251184.00000000","4598091941.00000000","73394756428.78600000","846144436419.55909303","317830143139.85368000","133080786482.00000000","1282951045.00000000","3541864429.65000000","12178680094.55000000","12692901548.20000000","9175182322.05000000","145877777218.40368000"
"2021-01-07","940639909000.00000000","725162107777.51400000","215477801222.48600000","116875435663.70000000","1339745400.00000000","2151967961.00000000","7334520782.00000000","7901069086.00000000","4633786497.00000000","75240984952.78600000","892757760228.55909303","333743026389.55368000","143567693930.70000000","1688276243.00000000","2866826541.00000000","11510160659.20000000","15301921576.20000000","9253827573.85000000","149554319865.60368000"
"2020-11-25","754035589000.00000000","571405246107.14400000","182630342892.85600000","98348499771.07000000","1138185840.00000000","1738357800.00000000","3715976584.00000000","4738135141.00000000","3587755505.00000000","69351146059.78600000","701451086737.53559303","285230634327.92368000","121177270691.07000000","1439127291.00000000","2345506000.00000000","5968361899.20000000","9321346878.05000000","7163403029.00000000","137815618539.60368000"
"2020-09-16","542075949000.00000000","409823519465.01400000","132252429534.98600000","59544605678.68000000","507934690.00000000","1056607685.00000000","1948785812.00000000","2394542799.00000000","873548217.40000000","65924804652.90600000","500916860712.35159303","215548473193.40368000","73031915738.68000000","632989454.00000000","1403784166.00000000","3063765173.00000000","4684299691.00000000","1740815296.50280000","130990903674.22088000"
"2020-10-03","583943129000.00000000","447747034719.63000000","136196094280.37000000","61010956538.06400000","848400924.00000000","1474848000.00000000","2532509927.00000000","2786156541.00000000","1626801399.40000000","65914562070.90600000","547884388034.95159303","221745853106.38768000","74956414515.06400000","1070063659.20000000","1978602980.00000000","4062442906.00000000","5464747672.00000000","3244674898.50280000","130968906475.62088000"
"2020-03-20","359559133000.00000000","238472216974.35800000","121086916025.64200000","78928560900.00000000","1906337880.80000000","3066188923.00000000","6732741607.00000000","9250707188.00000000","6489924474.00000000","14708995052.84200000","293804862968.95553600","167941156736.53800000","95153238932.48800000","2344447082.48000000","4052654538.24000000","10560911135.68800000","17106937598.00000000","12070881220.40000000","26652086229.24200000"
"2021-01-22","1010904990005.00000000","778067747513.21400000","232837242491.78600000","126871129053.00000000","2555256679.00000000","3535406130.00000000","6153075086.00000000","10984904474.00000000","5648871584.00000000","77084856605.78600000","958690907916.07509303","358347567207.60368000","155922067464.00000000","3205656754.95000000","4729573722.00000000","9434772570.00000000","20540835167.00000000","11273952110.20000000","153240709419.45368000"
"2021-03-29","1396152326777.00000000","1082888547118.41400000","313263779658.58600000","170789646384.00000000","2958875037.00000000","4720274233.00000000","11402988211.00000000","15755864613.80000000","12751234120.00000000","94881516179.78600000","1338464455878.85909303","476899544711.30118000","209908651372.00000000","3735072014.00000000","6312461413.70000000","17310323248.00000000","28311196413.94750000","23770906656.00000000","187550933593.65368000"
"2020-05-13","391116535524.00000000","316996135167.48512000","74120400356.51488000","4387242987.17888000","302606208.00000000","360140225.40000000","9916247745.09400000","20604802978.00000000","10146391624.00000000","28399508588.84200000","386223608047.69108800","130947258898.22799856","5008786673.94803456","346810655.25600000","459386225.51480000","16407894688.53716400","37939067308.24200000","18703512603.08800000","52081800743.64200000"
"2020-12-16","842494199000.00000000","645757377427.21400000","196736821572.78600000","104669892958.00000000","1457043662.00000000","3132532373.00000000","6110166800.00000000","5041517584.00000000","4589110941.00000000","71734798374.78600000","794039320627.55909303","305898132410.20368000","128559370108.00000000","1838910732.00000000","4189561460.55000000","9700022992.00000000","9881445231.20000000","9164131922.05000000","142564689964.40368000"
